Plot,Event,Temperature_C,Wind,Precip,Percent_Cloud,Noise,ObservationNumber,Interval,AOUCode,Distance,DetectionType,Sex,Age,FlockSize,IsPreviousPlot,IsFlyover,Comments
WICR17,WICRTweety2014May050750AM,23,1,0,20,1,14,>3-5 min,EATO,100,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2014May050750AM,23,1,0,20,1,15,>5 min,MODO,-9999,8,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,1,0-3 min,DICK,50,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,2,0-3 min,DICK,30,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,3,0-3 min,FISP,70,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,4,0-3 min,RBWO,50,2,Unk,Juv,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,5,0-3 min,BARS,50,2,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,6,0-3 min,AMGO,70,2,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,7,>3-5 min,CLSW,60,2,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,8,>3-5 min,BHCO,30,2,Unk,Adult,3,0,1,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,9,>5 min,INBU,-9999,9,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,10,>5 min,INBU,-9999,9,Female,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,11,>5 min,AMGO,-9999,9,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2015Jun220817AM,28,3,0,50,0,12,>5 min,EAKI,-9999,9,Unk,Adult,2,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,1,0-3 min,INBU,59,4,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,2,0-3 min,NOCA,71,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,3,0-3 min,NOCA,44,4,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,4,0-3 min,TUTI,125,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,5,0-3 min,TUTI,78,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,6,0-3 min,FISP,86,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,7,0-3 min,DICK,81,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,8,0-3 min,BHCO,46,2,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,9,0-3 min,DICK,145,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,10,0-3 min,COYE,68,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,11,>3-5 min,BHCO,173,2,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2016May110746AM,24,1,0,10,0,12,>3-5 min,YBCH,117,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,1,0-3 min,BLJA,30,2,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,2,0-3 min,INBU,40,2,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,3,0-3 min,FISP,80,2,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,4,0-3 min,EATO,250,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,5,0-3 min,COYE,80,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,6,0-3 min,COGR,30,2,NoVal,MisVal,2,0,1,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,7,0-3 min,DICK,150,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,8,0-3 min,AMGO,100,2,NoVal,MisVal,1,0,1,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,9,0-3 min,YBCH,105,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,10,0-3 min,YBCH,200,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,11,>3-5 min,NOCA,50,2,NoVal,MisVal,1,0,1,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,12,>3-5 min,AMCR,200,1,NoVal,MisVal,2,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,13,>3-5 min,YBCH,55,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,14,>3-5 min,GCFL,80,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2017Jun060715AM,17,1,0,0,2,15,>3-5 min,EAWP,80,1,NoVal,MisVal,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,1,0-3 min,BEVI,38,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,2,0-3 min,YBCH,84,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,3,0-3 min,INBU,86,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,4,0-3 min,BGGN,84,1,Unk,Adult,2,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,5,0-3 min,FISP,151,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,6,0-3 min,MODO,97,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,7,0-3 min,INBU,80,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,8,0-3 min,YBCH,134,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,9,0-3 min,BEVI,130,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,10,0-3 min,BLJA,167,1,Unk,Adult,2,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,11,0-3 min,FISP,86,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2018Jun040803AM,18,0,0,20,1,12,>3-5 min,BHCO,98,1,Male,Adult,0,0,0,NULL
WICR17,WICRTweety2019May311110AM,25,1,0,0,0,1,0-3 min,INBU,60,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2019May311110AM,25,1,0,0,0,2,0-3 min,FISP,110,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2019May311110AM,25,1,0,0,0,3,0-3 min,EAWP,130,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2019May311110AM,25,1,0,0,0,4,0-3 min,BLJA,70,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2019May311110AM,25,1,0,0,0,5,0-3 min,EABL,10,2,Unk,Adult,4,0,0,NULL
WICR17,WICRTweety2019May311110AM,25,1,0,0,0,6,0-3 min,INBU,30,2,Unk,Adult,2,0,0,NULL
WICR17,WICRTweety2020Jun150917AM,27,1,0,30,0,1,0-3 min,EAWP,52,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2020Jun150917AM,27,1,0,30,0,2,0-3 min,FISP,51,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2020Jun150917AM,27,1,0,30,0,3,0-3 min,AMRO,-9999,2,Unk,Adult,1,0,1,NULL
WICR17,WICRTweety2020Jun150917AM,27,1,0,30,0,4,0-3 min,AMRO,46,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2020Jun150917AM,27,1,0,30,0,5,0-3 min,INBU,50,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,1,0-3 min,FISP,40,4,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,2,0-3 min,BLJA,50,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,3,0-3 min,BHCO,40,4,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,4,0-3 min,YBCH,80,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,5,0-3 min,INBU,40,4,Male,Adult,2,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,6,>3-5 min,COYE,70,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,7,>3-5 min,NOCA,70,1,Male,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,8,>3-5 min,RBWO,70,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,9,>3-5 min,YBCH,50,1,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,10,0-3 min,FISP,60,4,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,11,0-3 min,FISP,80,4,Unk,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,12,0-3 min,BHCO,40,4,Female,Adult,1,0,0,NULL
WICR17,WICRTweety2021May230952AM,22.8,0,0,0,0,13,0-3 min,INBU,60,4,Female,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,1,0-3 min,COYE,69,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,2,0-3 min,CACH,96,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,3,0-3 min,TUTI,111,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,4,0-3 min,EATO,89,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,5,0-3 min,OVEN,67,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,6,>3-5 min,NOMO,153,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2008May200955AM,22,1,0,0,0,7,>5 min,GBHE,-9999,9,Unk,Adult,1,0,1,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,1,Missing Value,ACFL,15,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,2,Missing Value,LOWA,20,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,3,Missing Value,NOPA,30,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,4,Missing Value,GCFL,20,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,5,Missing Value,TUTI,20,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,6,Missing Value,EAPH,20,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,7,Missing Value,PROW,20,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,8,Missing Value,REVI,20,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,9,Missing Value,LOWA,30,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,10,Missing Value,EAWP,40,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,11,Missing Value,INBU,-9999,U,Unk,Unknown,1,0,1,NULL
WICR18,WICRTweety2009May310719AM,15,0,0,50,0,12,Missing Value,YBCH,30,U,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,1,0-3 min,YBCU,180,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,2,0-3 min,REVI,60,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,3,0-3 min,RBWO,50,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,4,0-3 min,BHCO,22,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,5,0-3 min,TUTI,340,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,6,0-3 min,BGGN,32,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,7,0-3 min,EAWP,300,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,8,0-3 min,EATO,190,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,9,0-3 min,BHCO,40,2,Unk,Unknown,1,0,1,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,10,0-3 min,FISP,300,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,11,0-3 min,WEVI,300,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,12,>3-5 min,NOCA,118,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,13,>3-5 min,RBWO,147,1,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,14,>5 min,GBHE,200,9,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,15,>5 min,LOWA,15,8,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,16,>5 min,WITU,300,9,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,17,>5 min,CARW,20,8,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,18,>5 min,YBCU,20,8,Unk,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,19,>5 min,INBU,30,9,Male,Unknown,1,0,0,NULL
WICR18,WICRTweety2010May240707AM,22,0,0,0,0,20,>5 min,INBU,30,9,Female,Unknown,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,1,0-3 min,TUTI,9,2,Unk,Adult,2,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,2,0-3 min,FISP,95,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,3,0-3 min,YBCH,120,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,4,0-3 min,TUTI,10,2,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,5,0-3 min,BGGN,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,6,0-3 min,FISP,105,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,7,0-3 min,AMCR,50,2,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,8,0-3 min,BHCO,110,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,9,0-3 min,REVI,120,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,10,0-3 min,INBU,80,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,11,>3-5 min,BHCO,40,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,12,>3-5 min,RBWO,230,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,13,>3-5 min,INBU,79,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,14,>3-5 min,LOWA,40,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,15,>3-5 min,BLJA,157,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,16,>5 min,YBCU,-9999,8,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,17,>5 min,EAWP,-9999,9,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2011May260723AM,13,0,1,100,2,18,>5 min,GCFL,-9999,8,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,1,0-3 min,WITU,-9999,2,Unk,Juv,7,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,2,0-3 min,NOCA,63,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,3,0-3 min,NOPA,55,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,4,0-3 min,COYE,102,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,5,0-3 min,REVI,80,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,6,0-3 min,INBU,82,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,7,0-3 min,CARW,71,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,8,0-3 min,COYE,115,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,9,0-3 min,GBHE,-9999,2,Unk,Adult,1,0,1,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,10,0-3 min,YBCU,156,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,11,0-3 min,TUTI,48,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,12,>3-5 min,PRAW,73,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,13,>3-5 min,PRAW,96,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,14,>3-5 min,WEVI,116,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2012Jun010906AM,12,1,0,100,0,15,>5 min,WITU,-9999,2,Unk,Unknown,13,0,0,hen with chicks
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,1,0-3 min,DICK,150,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,2,0-3 min,FISP,120,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,3,0-3 min,TUTI,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,4,0-3 min,COYE,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,5,0-3 min,RBWO,120,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,6,0-3 min,NOCA,150,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,7,0-3 min,RBWO,30,4,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,8,0-3 min,BHCO,20,1,Unk,Adult,4,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,9,0-3 min,GCFL,80,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,10,0-3 min,INBU,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,11,>3-5 min,INBU,80,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,12,>3-5 min,SUTA,20,4,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,13,>3-5 min,SUTA,20,4,Female,Adult,1,0,0,NULL
WICR18,WICRTweety2013May311002AM,20,2,0,90,1,14,>5 min,TUVU,-9999,9,Unk,Adult,1,0,0,in transit
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,1,0-3 min,CARW,20,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,2,0-3 min,NOCA,42,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,3,0-3 min,INBU,20,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,4,0-3 min,NOCA,40,4,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,5,0-3 min,TUTI,80,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,6,0-3 min,BGGN,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,7,0-3 min,PAWA,90,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,8,0-3 min,AMCR,200,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,9,0-3 min,EAWP,60,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,10,0-3 min,BGGN,70,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,11,0-3 min,NOCA,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,12,0-3 min,INBU,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,13,>3-5 min,CACH,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,14,>3-5 min,REVI,80,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,15,>3-5 min,BHCO,120,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,16,>3-5 min,AMCR,-9999,2,Unk,Adult,1,0,1,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,17,>3-5 min,GCFL,150,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2014May050633AM,15,0,0,20,1,18,>3-5 min,KEWA,100,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,1,0-3 min,DICK,30,2,Female,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,2,0-3 min,AMGO,5,2,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,3,0-3 min,EAWP,75,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,4,0-3 min,TUVU,150,2,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,5,>3-5 min,EATO,120,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,6,>3-5 min,AMCR,80,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,7,>3-5 min,BLJA,151,2,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,8,>3-5 min,BGGN,15,1,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2015Jun220905AM,28,2,0,80,0,9,>3-5 min,NOMO,120,2,Unk,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,1,0-3 min,NOPA,57,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,2,0-3 min,BLJA,158,2,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,3,0-3 min,REVI,87,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,4,0-3 min,NOCA,89,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,5,0-3 min,CACH,101,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,6,0-3 min,INBU,89,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,7,0-3 min,INBU,81,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,8,0-3 min,BLJA,120,1,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2016May090852AM,21,1,0,80,0,9,>5 min,GBHE,-9999,9,Male,Adult,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,1,0-3 min,TUTI,80,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,2,0-3 min,GCFL,40,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,3,0-3 min,ACFL,50,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,4,0-3 min,NOCA,30,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,5,0-3 min,NOPA,100,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,6,0-3 min,FISP,100,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,7,0-3 min,RBWO,50,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,8,0-3 min,BLJA,120,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,9,0-3 min,INBU,100,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,10,0-3 min,BGGN,30,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,11,0-3 min,COYE,100,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,12,0-3 min,INBU,30,2,NoVal,MisVal,1,0,0,seen
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,13,>3-5 min,TUTI,70,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2017Jun020920AM,19,1,0,0,0,14,>3-5 min,TUTI,60,1,NoVal,MisVal,1,0,0,NULL
WICR18,WICRTweety2018Jun040918AM,26,0,0,40,0,1,0-3 min,COYE,105,1,Male,Adult,1,0,0,NULL
